Account Name,DBA,City,State,County,Business License App Category Name,Expire Date
Katerina Evers,Colorado Maine Coons,Conifer,CO,JEFFERSON,Cat Breeder,3/2/2026
Kates K9 Grooming LLC,N/A,Mead,CO,WELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Katherine G Perez,Puppy Dog Tails,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Katherine M. Greer,KG Dog Grooming,Delta,CO,DELTA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Katherine Wilson,N/A,Broomfield,CO,ADAMS,Independent Contractor (IC) Pet Groomer,3/2/2026
Kathie's Pet Grooming LLC,N/A,Windsor,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kathleen J Conway,Northmoor Kennels,Elizabeth,CO,ELBERT,Small Scale Dog Breeder,3/2/2026
Kathrine R Overturf,Overturf Animal Sanctuary,Nunn,CO,WELD,Pet Animal Sanctuary,3/2/2026
Kathryn E. Chulata,Puppy Kisses Ranch,Rocky Ford,CO,OTERO,Small Scale Dog Breeder,3/2/2026
Kathryn Michaels,Little Darling Pups,Peyton,CO,EL PASO,Small Scale Dog Breeder,3/2/2026
Kathryn Quaratino,Groomingdales,Brush,CO,MORGAN,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Katie Arnold,Happy Tails,Holyoke,CO,PHILLIPS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Katie Cox,N/A,Gypsum,CO,EAGLE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
KatisDoggyDos LLC,N/A,Elizabeth,CO,ELBERT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Katy Alger,Meeker Pet Grooming,Meeker,CO,RIO BLANCO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Katy M Eyestone,N/A,Wray,CO,YUMA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kay F Dickeson,N/A,Elizabeth,CO,ELBERT,Small Scale Dog Breeder,3/2/2026
Kaya Enterprises LLC,Struttin Pup,Lafayette,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kayla M. Morgan,Kayla's grooming,Lakewood,CO,JEFFERSON,Independent Contractor (IC) Pet Groomer,3/2/2026
KC'S K9 SPA,N/A,Kremmling,CO,GRAND,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Keli's Pet Grooming LLC,N/A,Denver,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kelley Gross,Groomer,Julesburg,CO,SEDGWICK,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Kelley Kyle,Kelley's Kritters,Pueblo,CO,PUEBLO,Small Scale Dog Breeder,3/2/2026
Kelli Poe,Dog groomer,Craig,CO,MOFFAT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kelli's Grooming LLC,Sparkle Bark,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kelly A Lopez,N/A,Trinidad,CO,LAS ANIMAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kelly Hesser,Wesco Dog Grooming,Denver,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kelly J Waugh,"Pets-N-Stuff,Pick A Pet",Lakewood,CO,JEFFERSON,Pet Grooming Facility - Self Wash Facility,3/2/2026
Kelly West,Heaven Sent Aussies,Jaroso,CO,COSTILLA,Small Scale Dog Breeder,3/2/2026
Kendall Ackerman,Dog Groomer,Monte Vista,CO,RIO GRANDE,Independent Contractor (IC) Pet Groomer,3/2/2026
"Kenline Veterinary Clinic, LLC",N/A,Canon City,CO,FREMONT,Pet Boarding and/or Training,3/2/2026
Kennas Devine K9,N/A,Longmont,CO,BOULDER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Kenneth J. Miller,Wetmore Elkhounds,Wetmore,CO,FREMONT,Small Scale Dog Breeder,3/2/2026
Kenneth Trott,Horsetooth Retriever Kennel,Wellington,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Kenneth W Brown,KLB Boarding Kennel,Penrose,CO,FREMONT,Pet Boarding and/or Training,3/2/2026
Kenzie?s Kuts LLC,N/A,Aurora,CO,DENVER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Keri Peterson,Coats & Tails Grooming,Cortez,CO,MONTEZUMA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kimber Dannheim,Silly-dogs,Paonia,CO,DELTA,Small Scale Dog Breeder,3/2/2026
Kimberly Bair,Groomer,Longmont,CO,BOULDER,Independent Contractor (IC) Pet Groomer,3/2/2026
Kimberly Chatman,Kim Chatman the Groomer,Denver,CO,DENVER,Independent Contractor (IC) Pet Groomer,3/2/2026
Kimberly K Myers,Bow Wow Boutique,Golden,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Kimberly K Myers,Bow Wow Boutique,Golden,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kimberly Kincaid,Stacked Rock K-9 Education Center,Mancos,CO,MONTEZUMA,Pet Boarding and/or Training,3/2/2026
Kimberly Matheny,Critter Clips,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kindness Matters LLC,Kindness Matters Dog Boutique,Broomfield,CO,ADAMS,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Kindred Canine, LLC",N/A,Lakewood,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"Kindred Canine, LLC",N/A,Lakewood,CO,JEFFERSON,Pet Handler,3/2/2026
King's Ohana Inc.,Canine Design Salon & Country Club,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
King's Ohana Inc.,Canine Design Salon & Country Club,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Kiowa Creek Kennels, Inc.",N/A,Kiowa,CO,ELBERT,Pet Boarding and/or Training,3/2/2026
Kirstie's K9 Creations,N/A,Grand Junction,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kiss My Mutt LLC,N/A,Fruita,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Kitty Condos, LLC",N/A,Grand Junction,CO,MESA,Pet Boarding and/or Training,3/2/2026
Klaudia L Pierowski,Canine Culture Grooming Studio,Evergreen,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
KLK Industries,Scenthound Denver Central Park,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"KLM Enterprise, LLC","A Clip Above,KLM Enterprise, LLC",Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Knick O'Time Horse Rescue,KOT Kitten Korner,Longmont,CO,BOULDER,Pet Animal Small Shelter,3/2/2026
KNJ Aussies,N/A,Kim,CO,LAS ANIMAS,Small Scale Dog Breeder,3/2/2026
"Knutson Enterprises, Inc.","Gunclub Labradors,Riverview Boarding Kennel",Orchard,CO,MORGAN,Pet Boarding and/or Training,3/2/2026
"Knutson Enterprises, Inc.","Gunclub Labradors,Riverview Boarding Kennel",Orchard,CO,MORGAN,Pet Handler,3/2/2026
"Knutson Enterprises, Inc.","Gunclub Labradors,Riverview Boarding Kennel",Orchard,CO,MORGAN,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kristen R. Stanley,Kris's Kids Pet Grooming,Westminster,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kristie Wilma Corey,Puppy Love Dog Grooming,Pueblo West,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Kristy Freeman,N/A,Poncha Springs,CO,CHAFFEE,Pet Grooming Facility - Mobile Groomer,3/2/2026
Kristy L. Spaedt,Western Fancy Pups,Delta,CO,MONTROSE,Small Scale Dog Breeder,3/2/2026
KS Summers LLC,All Pets Center,Grand Junction,CO,MESA,Pet Boarding and/or Training,3/2/2026
Kurbside Klean K9 LLC,N/A,Pueblo,CO,PUEBLO,Pet Grooming Facility - Mobile Groomer,3/2/2026
L & W Kennel And Equine LLC,N/A,Fort Lupton,CO,WELD,Pet Boarding and/or Training,3/2/2026
L & W Kennel And Equine LLC,N/A,Fort Lupton,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
L&M Ventures Pet Grooming,N/A,Firestone,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
L&M Ventures Pet Grooming,N/A,Firestone,CO,WELD,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
L.O.L.A.'s Rescue,LOLA's Rescue Center,Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
L.O.L.A.'s Rescue,LOLA's Rescue Center,Aurora,CO,ARAPAHOE,Pet Handler,3/2/2026
L.O.L.A.'s Rescue,LOLA's Rescue Center,Aurora,CO,ARAPAHOE,Pet Animal Small Shelter,3/2/2026
L.O.L.A.'s Rescue,LOLA's Rescue Center,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
La Plata County Humane Society,N/A,Durango,CO,LA PLATA,Pet Animal Small Shelter,3/2/2026
La Plata County Humane Society,N/A,Durango,CO,LA PLATA,Pet Animal Large Shelter,3/2/2026
"Lady Brooke Hitching, Country, LLC",Ophir Animal Camp,Ophir,CO,SAN MIGUEL,Pet Boarding and/or Training,3/2/2026
"Lafayette Dog, LP",Dogtopia Lafayette,Lafayette,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
LaJune H. Wheeler,Critter Creations,Florence,CO,FREMONT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lamar Veterinary Clinic LLC,N/A,Lamar,CO,PROWERS,Pet Boarding and/or Training,3/2/2026
Lamar Veterinary Clinic LLC,N/A,Lamar,CO,PROWERS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Larry Lohmann,SNL Farms,Greeley,CO,WELD,Small Scale Dog Breeder,3/2/2026
Laura A Dubois,Barking Beauties,Aspen,CO,PITKIN,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Laura Lederman DVM LLC,Genesee Veterinary Hospital,Golden,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Laura Ryan,Pet Grooming,Delta,CO,DELTA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lauren Chen,N/A,Arvada,CO,JEFFERSON,Independent Contractor (IC) Pet Groomer,3/2/2026
Laurie A Ochs,lulu's grooming,Florence,CO,FREMONT,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Lavish Paws LLC,N/A,Grand Junction,CO,MESA,Pet Grooming Facility - Mobile Groomer,3/2/2026
Laws4Paws,N/A,Pueblo,CO,PUEBLO,Pet Animal Small Rescue,3/2/2026
Lazy Dog Ranch Inc.,"Calida Troxell,Lazy Dog Ranch and Dapper Dog Salon",Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Lazy Dog Ranch Inc.,"Calida Troxell,Lazy Dog Ranch and Dapper Dog Salon",Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Le Paw Spa CO, LLC",le paw spa groomery llc,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Le Soleil Ange's Grooming Salon,N/A,Salida,CO,CHAFFEE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Le Soleil Ange's Grooming Salon,N/A,Salida,CO,CHAFFEE,Pet Grooming Facility - Self Wash Facility,3/2/2026
Lead Dog Mobile Grooming,N/A,Fountain,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Lead Off Leash K9 Training, LLC",N/A,Durango,CO,LA PLATA,Pet Boarding and/or Training,3/2/2026
"Leah's Grooming, Ltd",Leah's Pet Grooming,Windsor,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Leanna Thara,Lulu's Paws and Claws,Fountain,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Leasa M. White,L&K Doxies APPROVED,Arapahoe Colorado,CO,CHEYENNE,Large Scale Dog Breeder,3/2/2026
Leaving Pawnet Earth,N/A,Fraser,CO,GRAND,Pet Grooming Facility - Primary Facility Owner,3/2/2026
LeClipperie Dog Grooming L.L.C.,N/A,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lee Ann Heldt,Hunter's Goldstrike,Windsor,CO,WELD,Small Scale Dog Breeder,3/2/2026
Lees grooming,Lees grooming llc,Fountain,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lees grooming llc,Lees grooming llc,Fountain,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Leslie Blevins,N/A,Denver,CO,DENVER,Independent Contractor (IC) Pet Groomer,3/2/2026
Leslie Villanueva,Le Chic Chienne,Broomfield,CO,BROOMFIELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Lhasa Love Dog Grooming,Friendly Paws Grooming,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Libby Paws 4 LLC,Dog Groomer,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Life is Better Rescue,N/A,Denver,CO,DENVER,Pet Animal Large Rescue,3/2/2026
Lifeline Puppy Rescue,N/A,Brighton,CO,ADAMS,Pet Animal Small Shelter,3/2/2026
"Lift Your Leg, Inc.",Camp Bow Wow Central,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
"Lift Your Leg, Inc.",Camp Bow Wow Central,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Ligaya M. Chapman,Pup Star Clips,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
LightShine Canine: A Rez Dog Rescue,N/A,Erie,CO,WELD,Pet Animal Large Rescue,3/2/2026
Lilly Horn,N/A,Penrose,CO,FREMONT,Independent Contractor (IC) Pet Groomer,3/2/2026
Linda A. Smith,Vom Dortmunder German Shepherds,Florissant,CO,TELLER,Pet Boarding and/or Training,3/2/2026
Linda A. Smith,Vom Dortmunder German Shepherds,Florissant,CO,TELLER,Small Scale Dog Breeder,3/2/2026
Linda Hartelt,High Country German Shepherds,Lake George,CO,TELLER,Small Scale Dog Breeder,3/2/2026
Linda J Lane,Linda's Pups,Parker,CO,DOUGLAS,Retail / Wholesale of Pet Animals,3/2/2026
Linda Suter,Linda the Groomer / Doggie Styles,Wheat Ridge,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Linda Uchytil,Top Dog Grooming,Red Feather Lakes,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lindsay Caperton,Solana Dog Spa,Craig,CO,MOFFAT,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Lindys Quality Grooming,N/A,Pueblo,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lisa A. Herrick,Special Touch Pet Grooming,Monte Vista,CO,RIO GRANDE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lisa D. Mapes,Cosmic Cruisers Sled Dog Tours,Gunnison,CO,GUNNISON,Commercial Pet Animal Facility,3/2/2026
Lisa K. McClure,Lisa's Dog Grooming,Del Norte,CO,RIO GRANDE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lisa K. Petri,"Colorado Animal Welfare League,LK Kennel",Elizabeth,CO,ELBERT,Pet Animal Small Shelter,3/2/2026
Lisa Kavanaugh,Blue Lion Rescue,Yoder,CO,EL PASO,Pet Animal Small Shelter,3/2/2026
Lisa Payne,K-9 Cuts and Grooming,Canon City,CO,FREMONT,Independent Contractor (IC) Pet Groomer,3/2/2026
Lisa Sanchez,Villa Grooming,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Little Bo Peep LLC,Friendly Paws Grooming,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Little Boss grooming,N/A,Colorado springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Little Brown Dog,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Little Buddies,Progressive,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
"Little Lion Cat Grooming, LLC",N/A,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Little Paw LLC,Little Paw Mobile Grooming,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
Little Rescue on the Prairie,N/A,Log Lane Village,CO,MORGAN,Pet Animal Small Shelter,3/2/2026
Littlemitts Ragdolls,N/A,Timnath,CO,LARIMER,Cat Breeder,3/2/2026
"Littleton Group, Ltd",Come Sit Stay Pet Resort,Littleton,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Littleton Group, Ltd",Come Sit Stay Pet Resort,Littleton,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Living Springs Veterinary Care LLC,Living Springs Vet Care Boarding and Daycare Pet Spa,Bennett,CO,ADAMS,Pet Boarding and/or Training,3/2/2026
Living Springs Veterinary Care LLC,Living Springs Vet Care Boarding and Daycare Pet Spa,Bennett,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lizbeth Bueno,Groomingdale's Pet Grooming,Thornton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lizz Rogers LLC,Big Primpin,Greeley,CO,WELD,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
"LLJ Consulting, LLC","Brush & Combs Pet Spa, LLC,Brush & Combs, LLC",Arvada,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"LMP Enterprises, LLC","Alpine Adventures, Inc",Leadville,CO,LAKE,Commercial Pet Animal Facility,3/2/2026
Logan County Humane Society,N/A,Sterling,CO,LOGAN,Pet Animal Small Shelter,3/2/2026
Loma Cat House Inc,N/A,Grand Junction,CO,MESA,Pet Animal Small Shelter,3/2/2026
Longmont Friends of Feral & Abandoned Cats,N/A,Longmont,CO,WELD,Pet Animal Small Shelter,3/2/2026
Longmont Humane Society,N/A,Longmont,CO,BOULDER,Pet Animal Large Shelter,3/2/2026
Longview Kennels LLC,Happy Tails Dog Ranch,Berthoud,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Longview Kennels LLC,Happy Tails Dog Ranch,Berthoud,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lonnie Joyce,L&H Grooming,Colorado Springs,CO,EL PASO,Independent Contractor (IC) Pet Groomer,3/2/2026
"Looking Good Optical, Inc",Chewy's Bonetique,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Loren Bengston,Glacier Danes,Parker,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026
Lori L Ellis,N/A,Parker,CO,DOUGLAS,Independent Contractor (IC) Pet Groomer,3/2/2026
Lori Noland,N/A,Craig,CO,MOFFAT,Small Scale Dog Breeder,3/2/2026
Lorna R. Gilreath,Paws-itive Image Pet Salon,Fowler,CO,OTERO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Love My Dogs LLC,Furry Friends Inc,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Love My Pets LLC,Stubbys Dog Wash & Grooming Salon,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Love My Pets LLC,Stubbys Dog Wash & Grooming Salon,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Love My Pets LLC,Stubby's Grooming Salon,Monument,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Love Your Pet Care,A Sudsy Kind of Love,Longmont,CO,BOULDER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Lovely Lucy's LLC,Lovely Lucy's Dog and Cat Grooming,Laporte,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lovely Pet Spa,bon,Parker,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Loves Beautiful Bitches LLC,Groomingdales,Thornton,CO,ADAMS,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
"LSPC DN LAKEWOOD, LLC",Dogtopia,Lakewood,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"LSPC DN LAKEWOOD, LLC",Dogtopia,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
LSPC DN Wheatridge LLC,Dogtopia,Denver,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
LSPC DN Wheatridge LLC,Dogtopia,Denver,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
LSPC WM Westminster LLC,Dogtopia,Westminster,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
LSPC WM Westminster LLC,Dogtopia,Westminster,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Luann Wallace,SpankysDogs,Mesa,CO,MESA,Small Scale Dog Breeder,3/2/2026
Lucky Day Animal Rescue of Colorado,N/A,Aspen,CO,PITKIN,Pet Animal Large Rescue,3/2/2026
Lucky Dog Grooming LLC,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Lucky Dog Spa, LLP",Lucky Dog,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lucky Ranch Labradors,N/A,Castle Rock,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026
Lucy Peckham,PawLuvRescue,Broomfield,CO,BROOMFIELD,Pet Animal Small Rescue,3/2/2026
Luke & Company Limited,Luke & Co. Fine Pet Supply,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Luke & Company Limited,Luke & Co. Fine Pet Supply,Denver,CO,DENVER,Pet Grooming Facility - Self Wash Facility,3/2/2026
Luna and Pooch LLC,Dee-O-Gee,Longmont,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
Luna and Pooch LLC,Dee-O-Gee,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lynda L. Ostberg Gehring,High Country Critters,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Lynette A. Jarrett,Aspen Grooming,Pueblo,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Lynn A Dougherty,Lynn's Loving Pet Care,Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Lynn M Black,N/A,Placerville,CO,SAN MIGUEL,Pet Grooming Facility - Primary Facility Owner,3/2/2026
M&O Adventures LLC,Aussie Pet Mobile of West Littleton & South Arapahoe County,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
M&SH Enterprises LLC,Daisy's Bathtub,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"M.O.S.K.B.A & G, LLC",Pooch Mobile,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mac Peak Performance K9 Academy LLC,N/A,Parshall,CO,GRAND,Pet Boarding and/or Training,3/2/2026
Mac's Pack,N/A,Englewood,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Mac's Pack,N/A,Englewood,CO,ARAPAHOE,Pet Handler,3/2/2026
Mac's Pack,N/A,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mac's Pack LLC,N/A,Littletion,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Mac's Pack LLC,N/A,Littletion,CO,ARAPAHOE,Pet Handler,3/2/2026
Mac's Pack LLC,N/A,Littletion,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Macs Pooch LLC,Macs Mobile Dog Wash,Firestone,CO,WELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Maddison Schwindt,N/A,Cañon City,CO,FREMONT,Independent Contractor (IC) Pet Groomer,3/2/2026
"Maece, LLC",Pet Evolution,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Maece, LLC",Pet Evolution,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Maece, LLC",Pet Evolution,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Self Wash Facility,3/2/2026
Magenta Columbine 1 LLC,Scenthound Union Station,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Magic Van Dog Grooming, Inc",N/A,Arvada,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
Maine Coon Maniacs,N/A,Brighton,CO,ADAMS,Retail / Wholesale of Pet Animals,3/2/2026
"Majestic Canine Rescue, Inc.",N/A,Yoder,CO,EL PASO,Pet Animal Sanctuary,3/2/2026
Making Tracks Dog Camp and Pet Care LLC,N/A,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Making Tracks Dog Camp and Pet Care LLC,N/A,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
"Mama Mia""s Pet Spaw",N/A,Woodland Park,CO,TELLER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mama Mia's Pet Spaw LLC,N/A,Woodland Park,CO,TELLER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mana Dog Center,N/A,Elizabeth,CO,ELBERT,Pet Boarding and/or Training,3/2/2026
Mana Dog Center,N/A,Elizabeth,CO,ELBERT,Pet Handler,3/2/2026
Mandy Moon French Bulldogs,Mandy Moon French Bulldogs,Greeley,CO,WELD,Large Scale Dog Breeder,3/2/2026
Marc Sherman,About Fish,Westminster,CO,ADAMS,Aquarium Only,3/2/2026
Margaret A Shifflet,Colorado Basenji Rescue,Denver,CO,DENVER,Pet Animal Small Rescue,3/2/2026
Margaret F Bowles,Ragamour Ragdolls,Boulder,CO,BOULDER,Cat Breeder,3/2/2026
Margaret H. Shiraishi,Pretty Baby Grooming,Arvada,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Margaret Negreen Aceves,Pride n' Joy Pet Grooming,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Margie S. Turner,Little Dove Pet Wash,Littleton,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
Maribel Rios Mora,Lovepeludog,Denver,CO,DENVER,Independent Contractor (IC) Pet Groomer,3/2/2026
Mariea Perea,Dumar Devons,Elizabeth,CO,ELBERT,Cat Breeder,3/2/2026
Marisa Salazar,Dog groomer,Westminster,CO,ADAMS,Independent Contractor (IC) Pet Groomer,3/2/2026
Mark Karpunin,Kloud 9 Boxers,Deer Trail,CO,ELBERT,Small Scale Dog Breeder,3/2/2026
Mark L. Cochran,Sterling Animal Clinic,Sterling,CO,LOGAN,Pet Boarding and/or Training,3/2/2026
Mark W. Pace,Start To Finish,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Mark W. Pace,Start To Finish,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
Marshann Arabians LLC,Warren's Colorado Mini Aussies,Berthoud,CO,LARIMER,Small Scale Dog Breeder,3/2/2026
Mart Vazquez Bird Shop LLC,N/A,Colorado Springs,CO,EL PASO,Retail / Wholesale of Pet Animals,3/2/2026
Mart Vazquez Bird Shop LLC,N/A,Colorado Springs,CO,EL PASO,Bird Band,3/2/2026
Martinez Reptiles Limited,Scales N Tails,Fort Collins,CO,LARIMER,Retail / Wholesale of Pet Animals,3/2/2026
Martinez Reptiles Limited,Scales N Tails,Fort Collins,CO,LARIMER,Small Animal Breeder,3/2/2026
